,cmte_id,cmte_nm,name,file_year,other_id,sum
291,C00079541,NARAL PRO-CHOICE AMERICA PAC,DENISE MORENO DUCHENY FOR CONGRESS,2012,C00502203,5000.0
292,C00079541,NARAL PRO-CHOICE AMERICA PAC,DENVER NEWSPAPER AGENCY,2014,S4CO00395,5000.0
293,C00079541,NARAL PRO-CHOICE AMERICA PAC,DINA TITUS FOR CONGRESS,2010,C00450577,5000.0
294,C00079541,NARAL PRO-CHOICE AMERICA PAC,DINA TITUS FOR CONGRESS,2022,C00499467,5000.0
295,C00079541,NARAL PRO-CHOICE AMERICA PAC,DR. RAUL RUIZ FOR CONGRESS,2014,C00502575,5000.0
296,C00079541,NARAL PRO-CHOICE AMERICA PAC,DUCKWORTH FOR CONGRESS,2012,C00498634,5000.0
297,C00079541,NARAL PRO-CHOICE AMERICA PAC,ELIZABETH PANNILL FLETCHER FOR CONGRESS,2020,C00640045,5000.0
298,C00079541,NARAL PRO-CHOICE AMERICA PAC,ELLISON FOR CONGRESS,2012,C00422410,5000.0
299,C00079541,NARAL PRO-CHOICE AMERICA PAC,EMILIA SYKES FOR CONGRESS,2022,C00801274,5000.0
300,C00079541,NARAL PRO-CHOICE AMERICA PAC,END CITIZENS UNITED,2020,C00573261,5000.0
301,C00079541,NARAL PRO-CHOICE AMERICA PAC,FEINSTEIN FOR SENATE,2012,C00315176,5000.0
302,C00079541,NARAL PRO-CHOICE AMERICA PAC,FETTERMAN FOR PA,2022,C00765800,5000.0
303,C00079541,NARAL PRO-CHOICE AMERICA PAC,FINKENAUER FOR CONGRESS,2020,C00637074,5000.0
304,C00079541,NARAL PRO-CHOICE AMERICA PAC,FISHER FOR OHIO,2010,C00459404,5000.0
305,C00079541,NARAL PRO-CHOICE AMERICA PAC,FLORES FOR CONGRESS,2016,C00577270,5000.0
306,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF BERNIE SANDERS,2012,C00411330,5000.0
307,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF CHERI BUSTOS,2012,C00498568,5000.0
308,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF CHRIS DODD,2010,C00347310,5000.0
309,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF DAN MAFFEI,2014,C00417550,5000.0
310,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF DAVID GILL,2012,C00498972,5000.0
311,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF GLENN NYE,2010,C00443846,5000.0
312,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF JEVIN D. HODGE,2022,C00778464,5000.0
313,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF JOHN DELANEY,2012,C00508416,5000.0
314,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF KATE MARSHALL,2012,C00496125,5000.0
315,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF PHIL HARE,2010,C00422923,5000.0
316,C00079541,NARAL PRO-CHOICE AMERICA PAC,FUTURE FORUM PAC,2020,C00625988,5000.0
317,C00079541,NARAL PRO-CHOICE AMERICA PAC,GABE VASQUEZ FOR CONGRESS,2022,C00789404,5000.0
318,C00079541,NARAL PRO-CHOICE AMERICA PAC,GERRY CONNOLLY FOR CONGRESS,2010,C00445452,5000.0
319,C00079541,NARAL PRO-CHOICE AMERICA PAC,GILLAN FOR CONGRESS,2012,C00497776,5000.0
320,C00079541,NARAL PRO-CHOICE AMERICA PAC,GILLEN FOR CONGRESS,2022,C00806547,5000.0
321,C00079541,NARAL PRO-CHOICE AMERICA PAC,GILLIBRAND FOR SENATE,2012,C00413914,5000.0
322,C00079541,NARAL PRO-CHOICE AMERICA PAC,HALVORSON FOR CONGRESS,2010,C00440016,5000.0
323,C00079541,NARAL PRO-CHOICE AMERICA PAC,HIRSCHBIEL FOR CONGRESS,2012,C00499145,5000.0
324,C00079541,NARAL PRO-CHOICE AMERICA PAC,HOCHUL FOR CONGRESS,2012,C00494013,5000.0
325,C00079541,NARAL PRO-CHOICE AMERICA PAC,HULBURD FOR CONGRESS,2010,C00468686,5000.0
326,C00079541,NARAL PRO-CHOICE AMERICA PAC,JAMIE FOR OREGON,2022,C00792465,5000.0
327,C00079541,NARAL PRO-CHOICE AMERICA PAC,JAY CHEN FOR CONGRESS,2022,C00665695,5000.0
328,C00079541,NARAL PRO-CHOICE AMERICA PAC,JIM HIMES FOR CONGRESS,2010,C00434191,5000.0
329,C00079541,NARAL PRO-CHOICE AMERICA PAC,"JOBS, EDUCATION, & FAMILIES FIRST - JEFF PAC",2020,C00617803,5000.0
330,C00079541,NARAL PRO-CHOICE AMERICA PAC,JOE GARCIA FOR CONGRESS,2010,C00445114,5000.0
331,C00079541,NARAL PRO-CHOICE AMERICA PAC,JOE GARCIA FOR CONGRESS,2012,C00445114,5000.0
332,C00079541,NARAL PRO-CHOICE AMERICA PAC,JOE GARCIA FOR CONGRESS,2014,C00521781,5000.0
333,C00079541,NARAL PRO-CHOICE AMERICA PAC,JOE MIKLOSI FOR CONGRESS,2012,C00498337,5000.0
334,C00079541,NARAL PRO-CHOICE AMERICA PAC,JOYCE BEATTY FOR CONGRESS,2012,C00507368,5000.0
335,C00079541,NARAL PRO-CHOICE AMERICA PAC,JULIA BROWNLEY FOR CONGRESS,2014,C00513077,5000.0
336,C00079541,NARAL PRO-CHOICE AMERICA PAC,KAMALA HARRIS FOR THE PEOPLE,2020,C00694455,5000.0
337,C00079541,NARAL PRO-CHOICE AMERICA PAC,KATIE HILL FOR CONGRESS,2020,C00634212,5000.0
338,C00079541,NARAL PRO-CHOICE AMERICA PAC,KILROY FOR CONGRESS,2010,C00416156,5000.0
339,C00079541,NARAL PRO-CHOICE AMERICA PAC,KIRKPATRICK FOR ARIZONA,2012,C00437293,5000.0
340,C00079541,NARAL PRO-CHOICE AMERICA PAC,KIRKPATRICK FOR SENATE,2016,C00578484,5000.0
341,C00079541,NARAL PRO-CHOICE AMERICA PAC,KLEIN FOR CONGRESS,2010,C00410522,5000.0
342,C00079541,NARAL PRO-CHOICE AMERICA PAC,KURT SCHRADER FOR CONGRESS,2010,C00446906,5000.0
343,C00079541,NARAL PRO-CHOICE AMERICA PAC,KURT SCHRADER FOR CONGRESS,2012,C00446906,5000.0
344,C00079541,NARAL PRO-CHOICE AMERICA PAC,KYRSTEN SINEMA FOR CONGRESS,2012,C00508804,5000.0
345,C00079541,NARAL PRO-CHOICE AMERICA PAC,KYRSTEN SINEMA FOR CONGRESS,2014,C00508804,5000.0
346,C00079541,NARAL PRO-CHOICE AMERICA PAC,LANDSMAN FOR CONGRESS,2022,C00800276,5000.0
347,C00079541,NARAL PRO-CHOICE AMERICA PAC,LENTZ FOR CONGRESS,2010,C00465195,5000.0
348,C00079541,NARAL PRO-CHOICE AMERICA PAC,LOEBSACK FOR CONGRESS,2010,C00414318,5000.0
349,C00079541,NARAL PRO-CHOICE AMERICA PAC,LORI EDWARDS CAMPAIGN COMMITTEE,2010,C00459776,5000.0
350,C00079541,NARAL PRO-CHOICE AMERICA PAC,LUANN BENNETT FOR CONGRESS,2016,C00595116,5000.0
351,C00079541,NARAL PRO-CHOICE AMERICA PAC,MAGGIE FOR NEW HAMPSHIRE,2016,C00588772,5000.0
352,C00079541,NARAL PRO-CHOICE AMERICA PAC,MARK MURPHY FOR CONGRESS,2012,C00510198,5000.0
353,C00079541,NARAL PRO-CHOICE AMERICA PAC,MARK TAKANO FOR CONGRESS CAMPAIGN,2012,C00263616,5000.0
354,C00079541,NARAL PRO-CHOICE AMERICA PAC,MARY PELTOLA FOR ALASKA,2022,C00812388,5000.0
355,C00079541,NARAL PRO-CHOICE AMERICA PAC,MCCASKILL FOR MISSOURI,2012,C00414961,5000.0
356,C00079541,NARAL PRO-CHOICE AMERICA PAC,MENENDEZ FOR SENATE,2012,C00264564,5000.0
357,C00079541,NARAL PRO-CHOICE AMERICA PAC,MIKE HONDA FOR CONGRESS,2014,C00351379,5000.0
358,C00079541,NARAL PRO-CHOICE AMERICA PAC,MIKIE SHERRILL FOR CONGRESS,2020,C00640003,5000.0
359,C00079541,NARAL PRO-CHOICE AMERICA PAC,MINNICK FOR CONGRESS,2010,C00441105,5000.0
360,C00079541,NARAL PRO-CHOICE AMERICA PAC,MISSOURI DEMOCRATIC STATE COMMITTEE,2012,C00135558,5000.0
361,C00079541,NARAL PRO-CHOICE AMERICA PAC,MJ FOR TEXAS,2020,C00649350,5000.0
362,C00079541,NARAL PRO-CHOICE AMERICA PAC,NANCY PELOSI FOR CONGRESS,2022,C00213512,5000.0
363,C00079541,NARAL PRO-CHOICE AMERICA PAC,NEVADA STATE DEMOCRATIC PARTY,2020,C00208991,5000.0
364,C00079541,NARAL PRO-CHOICE AMERICA PAC,PAC TO THE FUTURE,2020,C00344234,5000.0
365,C00079541,NARAL PRO-CHOICE AMERICA PAC,PAC TO THE FUTURE,2022,C00344234,5000.0
366,C00079541,NARAL PRO-CHOICE AMERICA PAC,PAT RYAN FOR CONGRESS,2022,C00815290,5000.0
367,C00079541,NARAL PRO-CHOICE AMERICA PAC,PEOPLE FOR PATTY MURRAY,2016,C00257642,5000.0
368,C00079541,NARAL PRO-CHOICE AMERICA PAC,PERLMUTTER FOR CONGRESS,2010,C00410639,5000.0
369,C00079541,NARAL PRO-CHOICE AMERICA PAC,PETE AGUILAR FOR CONGRESS,2012,C00510461,5000.0
370,C00079541,NARAL PRO-CHOICE AMERICA PAC,RE-ELECT CONGRESSMAN KUCINICH COMMITTEE,2012,C00325704,5000.0
371,C00079541,NARAL PRO-CHOICE AMERICA PAC,RIGHT FOR IDAHO,2010,C00478693,5000.0
372,C00079541,NARAL PRO-CHOICE AMERICA PAC,RITA HART FOR IOWA,2020,C00706457,5000.0
373,C00079541,NARAL PRO-CHOICE AMERICA PAC,ROSEN FOR NEVADA,2016,C00606939,5000.0
374,C00079541,NARAL PRO-CHOICE AMERICA PAC,RUBEN KIHUEN FOR CONGRESS,2016,C00502773,5000.0
375,C00079541,NARAL PRO-CHOICE AMERICA PAC,SCHNEIDER FOR CONGRESS,2012,C00495952,5000.0
376,C00079541,NARAL PRO-CHOICE AMERICA PAC,SCOTT MCADAMS FOR UNITED STATES SENATE,2010,C00484949,5000.0
377,C00079541,NARAL PRO-CHOICE AMERICA PAC,SCOTT PETERS FOR CONGRESS,2012,C00503110,5000.0
378,C00079541,NARAL PRO-CHOICE AMERICA PAC,SCOTT PETERS FOR CONGRESS,2014,C00503110,5000.0
379,C00079541,NARAL PRO-CHOICE AMERICA PAC,SEAN PATRICK MALONEY FOR CONGRESS,2012,C00512426,5000.0
380,C00079541,NARAL PRO-CHOICE AMERICA PAC,SEAN PATRICK MALONEY FOR CONGRESS,2014,C00512426,5000.0
381,C00079541,NARAL PRO-CHOICE AMERICA PAC,SHAHEEN FOR SENATE,2020,C00457325,5000.0
382,C00079541,NARAL PRO-CHOICE AMERICA PAC,SPANBERGER FOR CONGRESS,2022,C00649913,5000.0
383,C00079541,NARAL PRO-CHOICE AMERICA PAC,STEVE ROTHMAN FOR NEW JERSEY,2012,C00313494,5000.0
384,C00079541,NARAL PRO-CHOICE AMERICA PAC,STRICKLAND FOR SENATE,2016,C00573212,5000.0
385,C00079541,NARAL PRO-CHOICE AMERICA PAC,TERESA FOR ALL,2020,C00704049,5000.0
386,C00079541,NARAL PRO-CHOICE AMERICA PAC,THE DEMOCRATIC PARTY OF WISCONSIN,2014,C00019331,5000.0
387,C00079541,NARAL PRO-CHOICE AMERICA PAC,THERESA GREENFIELD FOR CONGRESS,2020,C00649129,5000.0
388,C00079541,NARAL PRO-CHOICE AMERICA PAC,THERESA GREENFIELD FOR IOWA,2020,C00708164,5000.0
389,C00079541,NARAL PRO-CHOICE AMERICA PAC,TIM WALZ FOR US CONGRESS,2010,C00409409,5000.0
390,C00079541,NARAL PRO-CHOICE AMERICA PAC,TORRES FOR CONGRESS,2020,C00699744,5000.0
391,C00079541,NARAL PRO-CHOICE AMERICA PAC,TRIVEDI FOR CONGRESS,2010,C00466607,5000.0
392,C00079541,NARAL PRO-CHOICE AMERICA PAC,VAL HOYLE FOR CONGRESS,2022,C00796144,5000.0
393,C00079541,NARAL PRO-CHOICE AMERICA PAC,VAN HOLLEN FOR SENATE,2016,C00573758,5000.0
394,C00079541,NARAL PRO-CHOICE AMERICA PAC,WHITEHOUSE FOR SENATE,2012,C00410803,5000.0
395,C90004185,NARAL PRO-CHOICE AMERICA,BW MEDIA,2020,S6ME00159,5000.0
396,C70002761,NARAL PRO-CHOICE AMERICA,,2016,P20002721,4970.0
397,C00079541,NARAL PRO-CHOICE AMERICA PAC,"APPEL FOR IOWA, INC.",2014,C00546507,4500.0
398,C00079541,NARAL PRO-CHOICE AMERICA PAC,CAIN FOR CONGRESS,2014,C00546077,4500.0
399,C00079541,NARAL PRO-CHOICE AMERICA PAC,CANEL PARNTERS MEDIA,2014,S4CO00395,4350.0
400,C00079541,NARAL PRO-CHOICE AMERICA PAC,IOWA DEMOCRATIC PARTY,2014,C00035600,4020.0
401,C00079541,NARAL PRO-CHOICE AMERICA PAC,MOORE FOR CONGRESS,2012,C00397505,4000.0
402,C00079541,NARAL PRO-CHOICE AMERICA PAC,PRAMILA FOR CONGRESS,2016,C00605592,4000.0
403,C70002761,NARAL PRO-CHOICE AMERICA,,2016,P20003281,3968.0
404,C00079541,NARAL PRO-CHOICE AMERICA PAC,NADLER FOR CONGRESS,2022,C00290825,3900.0
405,C90004185,NARAL PRO-CHOICE AMERICA,STRATEGIES FOR CHANGE GROUP,2020,S0MN00328,3868.0
406,C00079541,NARAL PRO-CHOICE AMERICA PAC,SARAH GIDEON FOR MAINE,2020,C00709899,3834.0
407,C90004185,NARAL PRO-CHOICE AMERICA,NEW MEDIA FIRM,2016,P00003392,3750.0
408,C00079541,NARAL PRO-CHOICE AMERICA PAC,RECCHIA FOR CONGRESS,2014,C00542266,3500.0
409,C00079541,NARAL PRO-CHOICE AMERICA PAC,THE MARKEY COMMITTEE,2020,C00196774,3500.0
410,C00079541,NARAL PRO-CHOICE AMERICA PAC,DUCKWORTH FOR CONGRESS,2014,C00498634,3500.0
411,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF CHERI BUSTOS,2014,C00498568,3500.0
412,C00079541,NARAL PRO-CHOICE AMERICA PAC,ANDY KIM FOR CONGRESS,2020,C00648220,3500.0
413,C00079541,NARAL PRO-CHOICE AMERICA PAC,DR. KIM SCHRIER FOR CONGRESS,2022,C00652628,3500.0
414,C00079541,NARAL PRO-CHOICE AMERICA PAC,MICHELLE VALLEJO FOR CONGRESS,2022,C00797217,3500.0
415,C00079541,NARAL PRO-CHOICE AMERICA PAC,SCHNEIDER FOR CONGRESS,2014,C00495952,3500.0
416,C00079541,NARAL PRO-CHOICE AMERICA PAC,PAT MURPHY FOR IOWA,2014,C00541938,3264.0
417,C00079541,NARAL PRO-CHOICE AMERICA PAC,WALSH FOR MONTANA,2014,C00550640,3000.0
418,C00079541,NARAL PRO-CHOICE AMERICA PAC,JASON CROW FOR CONGRESS,2020,C00637363,3000.0
419,C00079541,NARAL PRO-CHOICE AMERICA PAC,ALASKANS FOR BEGICH,2014,C00458059,3000.0
420,C00079541,NARAL PRO-CHOICE AMERICA PAC,AL FRANKEN FOR SENATE,2014,C00480384,3000.0
421,C00079541,NARAL PRO-CHOICE AMERICA PAC,BARBARA LEE FOR CONGRESS,2012,C00331769,3000.0
422,C70002761,NARAL PRO-CHOICE AMERICA,,2016,H4AZ04024,2642.0
423,C70002761,NARAL PRO-CHOICE AMERICA,,2016,H2TN06030,2642.0
424,C70002761,NARAL PRO-CHOICE AMERICA,,2016,H0OH08029,2642.0
425,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF DAN FEEHAN,2020,C00649327,2534.0
426,C00079541,NARAL PRO-CHOICE AMERICA PAC,ANGIE CRAIG FOR CONGRESS,2020,C00575209,2534.0
427,C00079541,NARAL PRO-CHOICE AMERICA PAC,DEPASQUALE FOR PA 10,2020,C00710533,2534.0
428,C00079541,NARAL PRO-CHOICE AMERICA PAC,BETSY DIRKSEN LONDRIGAN FOR CONGRESS,2020,C00649483,2500.0
429,C00079541,NARAL PRO-CHOICE AMERICA PAC,JEFF JACKSON FOR CONGRESS,2022,C00767400,2500.0
430,C00079541,NARAL PRO-CHOICE AMERICA PAC,MONICA VERNON FOR CONGRESS,2016,C00571562,2500.0
431,C00079541,NARAL PRO-CHOICE AMERICA PAC,GAIL SCHWARTZ FOR CONGRESS,2016,C00614073,2500.0
432,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF ROSA DELAURO,2020,C00238865,2500.0
433,C00079541,NARAL PRO-CHOICE AMERICA PAC,MOORE FOR CONGRESS,2014,C00397505,2500.0
434,C00079541,NARAL PRO-CHOICE AMERICA PAC,MOORE FOR CONGRESS,2016,C00397505,2500.0
435,C00079541,NARAL PRO-CHOICE AMERICA PAC,JOE KENNEDY FOR CONGRESS,2012,C00512970,2500.0
436,C00079541,NARAL PRO-CHOICE AMERICA PAC,MORAN FOR CONGRESS,2010,C00241349,2500.0
437,C00079541,NARAL PRO-CHOICE AMERICA PAC,JOHN TIERNEY FOR CONGRESS,2012,C00283283,2500.0
438,C00079541,NARAL PRO-CHOICE AMERICA PAC,MOWRER FOR IOWA,2016,C00546549,2500.0
439,C00079541,NARAL PRO-CHOICE AMERICA PAC,MARIE NEWMAN FOR CONGRESS,2022,C00636670,2500.0
440,C00079541,NARAL PRO-CHOICE AMERICA PAC,NADLER FOR CONGRESS,2014,C00290825,2500.0
441,C00079541,NARAL PRO-CHOICE AMERICA PAC,NADLER FOR CONGRESS,2016,C00290825,2500.0
442,C00079541,NARAL PRO-CHOICE AMERICA PAC,KEVIN STROUSE FOR CONGRESS,2014,C00543611,2500.0
443,C00079541,NARAL PRO-CHOICE AMERICA PAC,MALONEY FOR CONGRESS,2014,C00273169,2500.0
444,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF ROSA DELAURO,2016,C00238865,2500.0
445,C00079541,NARAL PRO-CHOICE AMERICA PAC,NANCY PELOSI FOR CONGRESS,2014,C00213512,2500.0
446,C00079541,NARAL PRO-CHOICE AMERICA PAC,NELSON FOR WISCONSIN,2016,C00614115,2500.0
447,C00079541,NARAL PRO-CHOICE AMERICA PAC,NEUHARDT FOR CONGRESS,2012,C00443143,2500.0
448,C00079541,NARAL PRO-CHOICE AMERICA PAC,HORSFORD FOR CONGRESS,2020,C00504613,2500.0
449,C00079541,NARAL PRO-CHOICE AMERICA PAC,KENDRA HORN FOR CONGRESS,2020,C00648915,2500.0
450,C00079541,NARAL PRO-CHOICE AMERICA PAC,JOSH HARDER FOR CONGRESS,2022,C00639146,2500.0
451,C00079541,NARAL PRO-CHOICE AMERICA PAC,JOSH RILEY FOR CONGRESS,2022,C00793760,2500.0
452,C00079541,NARAL PRO-CHOICE AMERICA PAC,NIKI TSONGAS COMMITTEE,2010,C00433136,2500.0
453,C00079541,NARAL PRO-CHOICE AMERICA PAC,NIKI TSONGAS COMMITTEE,2012,C00433136,2500.0
454,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF ROSA DELAURO,2014,C00238865,2500.0
455,C00079541,NARAL PRO-CHOICE AMERICA PAC,HORSFORD FOR CONGRESS,2014,C00504613,2500.0
456,C00079541,NARAL PRO-CHOICE AMERICA PAC,NITA LOWEY FOR CONGRESS,2014,C00219881,2500.0
457,C00079541,NARAL PRO-CHOICE AMERICA PAC,NITA LOWEY FOR CONGRESS,2016,C00219881,2500.0
458,C00079541,NARAL PRO-CHOICE AMERICA PAC,MARK POCAN FOR CONGRESS,2012,C00502179,2500.0
459,C00079541,NARAL PRO-CHOICE AMERICA PAC,KATHY MANNING FOR CONGRESS,2022,C00662577,2500.0
460,C00079541,NARAL PRO-CHOICE AMERICA PAC,KATHLEEN RICE FOR CONGRESS,2014,C00555813,2500.0
461,C00079541,NARAL PRO-CHOICE AMERICA PAC,KATE FOR CONGRESS,2020,C00711630,2500.0
462,C00079541,NARAL PRO-CHOICE AMERICA PAC,PAM BYRNES FOR CONGRESS,2014,C00547174,2500.0
463,C00079541,NARAL PRO-CHOICE AMERICA PAC,MAGAZINER FOR CONGRESS,2022,C00802504,2500.0
464,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF RENTERIA,2014,C00550301,2500.0
465,C00079541,NARAL PRO-CHOICE AMERICA PAC,ALMA ADAMS FOR CONGRESS,2016,C00546358,2500.0
466,C00079541,NARAL PRO-CHOICE AMERICA PAC,PATTY JUDGE FOR IOWA,2016,C00612473,2500.0
467,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF PATRICK MURPHY,2014,C00493825,2500.0
468,C00079541,NARAL PRO-CHOICE AMERICA PAC,PEOPLE FOR BEN,2020,C00443689,2500.0
469,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF MAURICE HINCHEY,2010,C00272633,2500.0
470,C00079541,NARAL PRO-CHOICE AMERICA PAC,JUDY CHU FOR CONGRESS,2014,C00458125,2500.0
471,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF LUCY MCBATH INC.,2022,C00672295,2500.0
472,C00079541,NARAL PRO-CHOICE AMERICA PAC,ALMA ADAMS FOR CONGRESS,2014,C00546358,2500.0
473,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF LUCY MCBATH INC.,2020,C00672295,2500.0
474,C00079541,NARAL PRO-CHOICE AMERICA PAC,JACKIE GORDON FOR CONGRESS,2020,C00706549,2500.0
475,C00079541,NARAL PRO-CHOICE AMERICA PAC,PETE AGUILAR FOR CONGRESS,2014,C00510461,2500.0
476,C00079541,NARAL PRO-CHOICE AMERICA PAC,JUDY CHU FOR CONGRESS,2016,C00458125,2500.0
477,C00079541,NARAL PRO-CHOICE AMERICA PAC,BILL KEATING COMMITTEE,2012,C00479063,2500.0
478,C00079541,NARAL PRO-CHOICE AMERICA PAC,BILL OWENS FOR CONGRESS,2014,C00464495,2500.0
479,C00079541,NARAL PRO-CHOICE AMERICA PAC,BARBARA LEE FOR CONGRESS,2014,C00331769,2500.0
480,C00079541,NARAL PRO-CHOICE AMERICA PAC,PFAFF FOR CONGRESS,2022,C00790543,2500.0
481,C00079541,NARAL PRO-CHOICE AMERICA PAC,BISHOP FOR CONGRESS,2014,C00375618,2500.0
482,C00079541,NARAL PRO-CHOICE AMERICA PAC,BONNIE WATSON COLEMAN FOR CONGRESS,2016,C00558437,2500.0
483,C00079541,NARAL PRO-CHOICE AMERICA PAC,HEALY-ABRAMS FOR CONGRESS,2012,C00509612,2500.0
484,C00079541,NARAL PRO-CHOICE AMERICA PAC,QUIGLEY FOR CONGRESS,2014,C00457556,2500.0
485,C00079541,NARAL PRO-CHOICE AMERICA PAC,BOOKER FOR KENTUCKY,2022,C00783274,2500.0
486,C00079541,NARAL PRO-CHOICE AMERICA PAC,HALEY STEVENS FOR CONGRESS,2022,C00638650,2500.0
487,C00079541,NARAL PRO-CHOICE AMERICA PAC,RANGEL FOR CONGRESS,2012,C00302422,2500.0
488,C00079541,NARAL PRO-CHOICE AMERICA PAC,ALLISON FINE FOR CONGRESS,2020,C00724997,2500.0
489,C00079541,NARAL PRO-CHOICE AMERICA PAC,APPEL FOR IOWA,2014,C00546507,2500.0
490,C00079541,NARAL PRO-CHOICE AMERICA PAC,BRIDGET FLEMING FOR CONGRESS,2022,C00728832,2500.0
491,C00079541,NARAL PRO-CHOICE AMERICA PAC,CAROLYN FOR CONGRESS,2020,C00649376,2500.0
492,C00079541,NARAL PRO-CHOICE AMERICA PAC,CAROLYN FOR CONGRESS,2022,C00649376,2500.0
493,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF CAROLYN MCCARTHY,2012,C00318931,2500.0
494,C00079541,NARAL PRO-CHOICE AMERICA PAC,CASTEN FOR CONGRESS,2020,C00648493,2500.0
495,C00079541,NARAL PRO-CHOICE AMERICA PAC,CHRIS PAPPAS FOR CONGRESS,2020,C00660464,2500.0
496,C00079541,NARAL PRO-CHOICE AMERICA PAC,CITIZENS FOR MICHAEL WAGER,2014,C00538637,2500.0
497,C00079541,NARAL PRO-CHOICE AMERICA PAC,COLIN ALLRED FOR CONGRESS,2022,C00637868,2500.0
498,C00079541,NARAL PRO-CHOICE AMERICA PAC,SANTARSIERO FOR CONGRESS,2016,C00571455,2500.0
499,C00079541,NARAL PRO-CHOICE AMERICA PAC,HALEY STEVENS FOR CONGRESS,2020,C00638650,2500.0
500,C00079541,NARAL PRO-CHOICE AMERICA PAC,MAX ROSE FOR CONGRESS,2022,C00652248,2500.0
501,C00079541,NARAL PRO-CHOICE AMERICA PAC,SCHAKOWSKY FOR CONGRESS,2014,C00327023,2500.0
502,C00079541,NARAL PRO-CHOICE AMERICA PAC,SCHAKOWSKY FOR CONGRESS,2016,C00327023,2500.0
503,C00079541,NARAL PRO-CHOICE AMERICA PAC,COMMITTEE TO ELECT MACDONALD D'ALESSANDRO,2010,C00482299,2500.0
504,C00079541,NARAL PRO-CHOICE AMERICA PAC,SCHNEIDER FOR CONGRESS,2016,C00495952,2500.0
505,C00079541,NARAL PRO-CHOICE AMERICA PAC,LOUISE SLAUGHTER RE-ELECTION COMMITTEE,2016,C00213611,2500.0
506,C00079541,NARAL PRO-CHOICE AMERICA PAC,ERIC SORENSEN FOR ILLINOIS,2022,C00793935,2500.0
507,C00079541,NARAL PRO-CHOICE AMERICA PAC,LOUISE SLAUGHTER RE-ELECTION COMMITTEE,2014,C00213611,2500.0
508,C00079541,NARAL PRO-CHOICE AMERICA PAC,COMMITTEE TO ELECT MARTHA ROBERTSON,2014,C00543785,2500.0
509,C00079541,NARAL PRO-CHOICE AMERICA PAC,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,2014,C00418293,2500.0
510,C00079541,NARAL PRO-CHOICE AMERICA PAC,CONGRESSMAN WAXMAN CAMPAIGN COMMITTEE,2014,C00013128,2500.0
511,C00079541,NARAL PRO-CHOICE AMERICA PAC,SEAN ELDRIDGE FOR CONGRESS,2014,C00541227,2500.0
512,C00079541,NARAL PRO-CHOICE AMERICA PAC,SEAN PATRICK MALONEY FOR CONGRESS,2022,C00512426,2500.0
513,C00079541,NARAL PRO-CHOICE AMERICA PAC,ENGEL FOR ARIZONA,2022,C00773820,2500.0
514,C00079541,NARAL PRO-CHOICE AMERICA PAC,SHAFFER FOR COLORADO,2012,C00498600,2500.0
515,C00079541,NARAL PRO-CHOICE AMERICA PAC,JACKIE GORDON FOR CONGRESS,2022,C00706549,2500.0
516,C00079541,NARAL PRO-CHOICE AMERICA PAC,ALEX SINK FOR CONGRESS,2014,C00551226,2500.0
517,C00079541,NARAL PRO-CHOICE AMERICA PAC,DAVID SCOTT FOR CONGRESS,2014,C00369801,2500.0
518,C00079541,NARAL PRO-CHOICE AMERICA PAC,WU FOR CONGRESS,2010,C00329292,2500.0
519,C00079541,NARAL PRO-CHOICE AMERICA PAC,WILEY NICKEL FOR CONGRESS,2022,C00763045,2500.0
520,C00079541,NARAL PRO-CHOICE AMERICA PAC,DR. KIM SCHRIER FOR CONGRESS,2020,C00652628,2500.0
521,C00079541,NARAL PRO-CHOICE AMERICA PAC,MARGARET GOOD FOR CONGRESS,2020,C00713222,2500.0
522,C00079541,NARAL PRO-CHOICE AMERICA PAC,SWALWELL FOR CONGRESS,2014,C00502294,2500.0
523,C00079541,NARAL PRO-CHOICE AMERICA PAC,DEFAZIO FOR CONGRESS,2022,C00215905,2500.0
