,cmte_id,cmte_nm,name,file_year,other_id,sum
772,C00079541,NARAL PRO-CHOICE AMERICA PAC,PETE AGUILAR FOR CONGRESS,2020,C00510461,54.0
773,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,NARAL PRO-CHOICE WASHINGTON STAND,2010,H0WA08046,52.0
774,C00079541,NARAL PRO-CHOICE AMERICA PAC,SWALWELL FOR CONGRESS,2020,C00502294,50.0
775,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H2NY17071,39.0
776,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H6CO01141,39.0
777,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H6CA24048,39.0
778,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H4WI04183,39.0
779,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H4FL20023,39.0
780,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H2NY14037,39.0
781,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H6MD04183,39.0
782,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8NY20056,39.0
783,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H2MD05155,39.0
784,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H6NY03031,39.0
785,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H0NY02085,39.0
786,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H0IL05096,39.0
787,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H0CT03072,39.0
788,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H0CA32101,39.0
789,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8CA05035,39.0
790,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8CA09060,39.0
791,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8CA12171,39.0
792,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8CA22089,39.0
793,C70002761,NARAL PRO-CHOICE AMERICA,,2012,S2WI00219,39.0
794,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8IL09067,39.0
795,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8NY07046,39.0
796,C00079541,NARAL PRO-CHOICE AMERICA PAC,TJ COX FOR CONGRESS,2020,C00648956,34.0
797,C00079541,NARAL PRO-CHOICE AMERICA PAC,MAD 4 PA PAC,2020,C00670844,34.0
798,C00079541,NARAL PRO-CHOICE AMERICA PAC,DEAN PHILLIPS FOR CONGRESS,2020,C00640714,34.0
799,C00079541,NARAL PRO-CHOICE AMERICA PAC,MARK POCAN FOR CONGRESS,2020,C00502179,34.0
800,C00079541,NARAL PRO-CHOICE AMERICA PAC,MOORE FOR CONGRESS,2020,C00397505,34.0
801,C90004185,NARAL PRO-CHOICE AMERICA,FACEBOOK,2016,P00003392,30.0
802,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H6CA24048,2.0
803,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H0CA32101,2.0
804,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H0CA27085,2.0
805,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H2CA30143,2.0
806,C00079541,NARAL PRO-CHOICE AMERICA PAC,ALL FOR OUR COUNTRY LEADERSHIP PAC,2020,C00629212,0.0
807,C00079541,NARAL PRO-CHOICE AMERICA PAC,CONNIE SALTONSTALL FOR CONGRESS,2010,C00478842,0.0
808,C00079541,NARAL PRO-CHOICE AMERICA PAC,BERMAN FOR CONGRESS,2014,C00147686,-500.0
809,C00079541,NARAL PRO-CHOICE AMERICA PAC,TIM BISHOP FOR CONGRESS,2014,C00375618,-2500.0
810,C00079541,NARAL PRO-CHOICE AMERICA PAC,MCNERNEY FOR CONGRESS,2014,C00398644,-5000.0
811,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF JEANNE SHAHEEN,2016,C00457325,-5000.0
812,C00079541,NARAL PRO-CHOICE AMERICA PAC,MARTHA COAKLEY FOR SENATE COMMITTEE,2014,C00466573,-5000.0
813,C00079541,NARAL PRO-CHOICE AMERICA PAC,ALISON FOR KENTUCKY,2016,C00547083,-5000.0
814,C70005129,NARAL PRO-CHOICE MINNESOTA,,2014,,
815,C70005129,NARAL PRO-CHOICE MINNESOTA,,2016,,
816,C90015306,NARAL PROCHOICE COLORADO IE COMMITTEE,,2018,,
817,C70005129,NARAL PRO-CHOICE MINNESOTA,,2018,,
818,C90015306,NARAL PROCHOICE COLORADO IE COMMITTEE,,2016,,
819,C70004213,NARAL PRO-CHOICE MASSACHUSETTS,,2018,,
820,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,,2016,,
821,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,,2014,,
822,C70004213,NARAL PRO-CHOICE MASSACHUSETTS,,2016,,
823,C70003892,NARAL PRO-CHOICE NEW HAMPSHIRE,,2016,,
824,C90021064,NARAL PRO-CHOICE MISSOURI,,2022,,
825,C70005129,NARAL PRO-CHOICE MINNESOTA,,2010,,
826,C70003892,NARAL PRO-CHOICE NEW HAMPSHIRE,,2018,,
827,C70005129,NARAL PRO-CHOICE MINNESOTA,,2012,,
828,C70002761,NARAL PRO-CHOICE AMERICA,,2018,,
829,C00079541,NARAL PRO-CHOICE AMERICA PAC,,2018,,
830,C70004213,NARAL PRO-CHOICE MASSACHUSETTS,,2020,,
831,C90004185,NARAL PRO-CHOICE AMERICA,,2018,,
